seller_id;quantity;date
480;23;2021-06-09
258;20;2021-06-19
114;84;2021-06-14
405;16;2021-06-07
162;41;2021-06-24
239;8;2021-06-27
19;7;2021-06-22
18;14;2021-06-28
429;16;2021-06-11
130;23;2021-06-06
268;17;2021-06-10
146;11;2021-06-18
3;12;2021-06-07
78;99;2021-06-13
33;8;2021-06-10
170;10;2021-06-25
323;5;2021-06-10
158;2;2021-06-18
4;128;2021-06-23
304;41;2021-06-14
260;10;2021-06-20
81;102;2021-06-13
31;26;2021-06-28
86;20;2021-06-26
395;17;2021-06-07
279;13;2021-06-11
259;11;2021-06-18
263;41;2021-06-23
199;7;2021-06-28
63;11;2021-06-01
232;11;2021-06-06
489;3;2021-06-12
194;13;2021-06-15
152;20;2021-06-25
280;12;2021-06-10
18;130;2021-06-23
378;10;2021-06-19
31;14;2021-06-27
38;14;2021-06-05
204;15;2021-06-28
291;22;2021-06-21
219;28;2021-06-03
395;15;2021-06-13
226;18;2021-06-22
335;13;2021-06-20
41;17;2021-06-26
169;27;2021-06-01
83;12;2021-06-21
82;13;2021-06-21
395;19;2021-06-15
391;4;2021-06-03
288;20;2021-06-06
362;21;2021-06-26
168;24;2021-06-16
247;13;2021-06-25
95;4;2021-06-09
330;16;2021-06-08
113;13;2021-06-09
262;19;2021-06-15
217;25;2021-06-22
183;21;2021-06-05
42;6;2021-06-26
128;11;2021-06-03
134;7;2021-06-09
212;24;2021-06-18
116;11;2021-06-08
210;13;2021-06-19
48;24;2021-06-21
411;17;2021-06-23
175;13;2021-06-09
141;14;2021-06-04
397;22;2021-06-24
482;11;2021-06-27
213;9;2021-06-02
472;8;2021-06-12
196;7;2021-06-17
340;33;2021-06-28
141;22;2021-06-02
109;23;2021-06-08
202;6;2021-06-21
310;15;2021-06-13
81;10;2021-06-16
397;8;2021-06-02
421;16;2021-06-11
124;30;2021-06-11
172;12;2021-06-04
48;15;2021-06-08
233;26;2021-06-24
313;21;2021-06-26
1;16;2021-06-16
475;24;2021-06-23
305;24;2021-06-20
347;20;2021-06-16
58;20;2021-06-09
57;16;2021-06-22
42;12;2021-06-20
187;15;2021-06-11
129;15;2021-06-16
197;11;2021-06-26
0;40;2021-06-01
382;6;2021-06-22
85;19;2021-06-07
138;10;2021-06-17
187;11;2021-06-06
67;18;2021-06-08
122;78;2021-06-14
65;110;2021-06-13
238;18;2021-06-25
402;14;2021-06-10
147;9;2021-06-06
231;26;2021-06-26
240;3;2021-06-22
58;13;2021-06-10
416;11;2021-06-10
236;24;2021-06-11
20;97;2021-06-13
214;22;2021-06-04
132;13;2021-06-15
39;17;2021-06-28
458;46;2021-06-23
169;18;2021-06-05
439;9;2021-06-19
130;13;2021-06-20
204;14;2021-06-08
133;18;2021-06-15
450;23;2021-06-13
21;26;2021-06-11
150;20;2021-06-04
84;9;2021-06-10
360;26;2021-06-16
200;28;2021-06-19
380;4;2021-06-07
140;31;2021-06-24
395;9;2021-06-02
69;14;2021-06-08
47;20;2021-06-07
18;5;2021-06-15
47;17;2021-06-12
382;15;2021-06-08
430;17;2021-06-23
320;20;2021-06-23
459;11;2021-06-10
304;9;2021-06-07
237;16;2021-06-12
37;18;2021-06-26
250;8;2021-06-27
229;58;2021-06-14
162;7;2021-06-17
426;40;2021-06-23
136;27;2021-06-12
423;16;2021-06-21
114;21;2021-06-03
412;9;2021-06-01
104;23;2021-06-26
46;20;2021-06-15
425;12;2021-06-26
320;15;2021-06-08
106;30;2021-06-23
33;23;2021-06-24
127;4;2021-06-02
85;9;2021-06-28
110;27;2021-06-20
37;20;2021-06-18
90;3;2021-06-06
493;14;2021-06-28
437;20;2021-06-02
243;8;2021-06-25
273;42;2021-06-24
333;19;2021-06-08
285;19;2021-06-21
389;14;2021-06-10
391;15;2021-06-28
414;21;2021-06-27
351;8;2021-06-06
272;5;2021-06-02
454;10;2021-06-09
285;26;2021-06-10
472;12;2021-06-21
347;20;2021-06-22
252;28;2021-06-26
276;19;2021-06-13
133;5;2021-06-08
338;12;2021-06-25
127;7;2021-06-08
142;26;2021-06-02
69;27;2021-06-23
351;42;2021-06-28
77;19;2021-06-12
204;27;2021-06-05
